Mapped_GCK,Sales_EUR,date
#5,0.0,2020-05-18
#5,0.0,2020-05-20
#5,0.0,2020-05-12
#3,0.0,2020-05-11
#3,0.0,2020-05-20
#12,0.0,2020-05-18
#1,0.0,2021-01-06
#1,0.0,2021-01-07
#1,0.0,2021-01-08
#14,32670.0,2020-05-22
#12,47654.85,2020-05-27
#9,3764.12,2020-05-15
#13,2737.0,2020-05-15
#8,0.0,2020-05-14
#36,2001.48,2020-05-22
#16,0.0,2019-08-12
#16,0.0,2019-08-07
#11,0.0,2019-08-20
#11,0.0,2019-08-12
#11,0.0,2019-08-23
#11,0.0,2019-08-19
#6,0.0,2019-08-14
#6,0.0,2019-08-06
#6,0.0,2019-08-15
#4,0.0,2019-08-20
#4,0.0,2019-08-06
#5,0.0,2019-08-22
#5,0.0,2019-08-13
#3,0.0,2019-08-14
#3,0.0,2019-08-17
#1,0.0,2021-01-09
#6,8773.0,2019-08-16
#8,0.0,2019-06-07
#16,0.0,2019-05-02
#16,102344.0,2019-05-10
#5,0.0,2019-05-20
#36,0.0,2019-05-14
#36,800.0,2019-05-17
#1,0.0,2021-01-11
#11,0.0,2019-05-20
#6,0.0,2019-05-15
#4,0.0,2019-05-03
#4,0.0,2019-05-09
#5,0.0,2019-05-16
#3,0.0,2019-05-29
#5,0.0,2019-05-07
#5,0.0,2019-05-21
#3,0.0,2019-05-21
#3,0.0,2019-05-24
#3,0.0,2019-05-20
#1,0.0,2021-01-12
#12,0.0,2019-05-29
#13,0.0,2019-05-15
#20,0.0,2019-05-09
#8,0.0,2019-05-21
#8,39521.81,2019-05-17
#8,0.0,2019-05-09
#8,87685.68,2019-05-23
#8,0.0,2019-05-27
#8,0.0,2019-05-24
#16,0.0,2019-03-19
#16,0.0,2019-03-29
#20,147.55,2019-03-08
#11,0.0,2019-03-28
#11,0.0,2019-04-03
#11,0.0,2019-03-15
#6,164752.1,2019-03-27
#6,0.0,2019-03-06
#4,0.0,2019-03-25
#4,0.0,2019-03-18
#4,0.0,2019-03-13
#5,0.0,2019-03-19
#5,0.0,2019-03-20
#3,0.0,2019-03-20
#3,0.0,2019-03-02
#1,0.0,2021-01-13
#9,0.0,2019-03-12
#9,3275.34,2019-03-15
#20,573.0,2019-03-29
#12,0.0,2019-03-25
#8,0.0,2019-03-18
#14,0.0,2019-03-28
#8,0.0,2019-03-11
#36,1632.06,2019-03-22
#36,0.0,2019-08-08
#20,0.0,2019-08-19
#13,0.0,2019-08-09
#12,0.0,2019-08-16
#9,0.0,2019-08-20
#8,0.0,2019-08-13
#1,455.0,2021-01-14
#1,0.0,2021-01-15
#1,0.0,2021-01-16
#1,0.0,2021-01-18
#1,1372096.95,2021-01-19
#1,0.0,2021-01-20
#1,0.0,2021-01-21
#16,0.0,2021-05-12
#1,0.0,2021-01-22
#1,0.0,2021-01-23
#1,0.0,2021-01-25
#16,0.0,2021-05-18
#5,1512.0,2021-06-01
#3,0.0,2021-05-18
#1,0.0,2021-01-26
#1,0.0,2021-01-27
#1,0.0,2021-01-28
#1,0.0,2021-01-29
#1,0.0,2021-01-30
#8,0.0,2021-05-04
#36,317.0,2021-05-21
#1,31128894.47,2021-02-01
#1,-516.63,2021-02-02
#36,0.0,2021-05-06
#36,0.0,2021-05-07
#11,1336069.0,2021-05-21
#11,0.0,2021-05-19
#4,0.0,2021-05-17
#4,0.0,2021-05-20
#4,0.0,2021-06-01
#3,0.0,2021-05-28
#5,0.0,2021-06-04
#1,48891.48,2021-02-03
#1,0.0,2021-02-04
#12,0.0,2021-05-28
#12,0.0,2021-05-11
#12,0.0,2021-05-04
#9,0.0,2021-05-28
#14,0.0,2021-05-10
#20,0.0,2021-06-02
#8,0.0,2021-05-10
#5,903381.18,2021-05-13
#4,0.0,2021-05-25
#3,0.0,2021-05-10
#1,0.0,2021-02-05
#1,0.0,2021-02-06
#1,0.0,2021-02-07
#1,0.0,2021-02-08
#1,0.0,2021-02-09
#1,0.0,2021-02-10
#12,0.0,2022-02-03
#1,0.0,2021-02-11
#11,0.0,2022-03-02
#11,0.0,2022-02-03
#16,0.0,2022-02-23
#6,89155.18,2022-02-18
#6,0.0,2022-02-15
#6,0.0,2022-02-08
#4,18957.99,2022-02-24
#4,0.0,2022-02-15
#4,0.0,2022-02-19
#5,0.0,2022-02-03
#5,0.0,2022-02-17
#5,215208.14,2022-02-21
#3,0.0,2022-02-25
#3,-3820.57,2022-02-10
#3,37200.0,2022-03-01
#6,0.0,2022-02-23
#14,0.0,2022-02-24
#8,0.0,2022-02-22
#8,0.0,2022-02-08
#8,0.0,2022-02-17
#12,-1512.78,2022-02-22
#36,15430.5,2022-02-11
#36,0.0,2022-02-16
#1,1632766.21,2021-02-12
#1,0.0,2021-02-13
#1,0.0,2021-02-15
#5,115905.15,2022-02-28
#1,0.0,2021-02-16
#1,0.0,2021-02-17
#1,0.0,2021-02-18
#8,0.0,2021-09-08
#11,0.0,2021-09-07
#11,0.0,2021-09-29
#8,64725.98,2021-09-13
#16,129451.0,2021-09-17
#3,197543.565,2021-09-30
#3,4041981.7,2021-09-13
#6,0.0,2021-09-16
#6,59990.08,2021-09-28
#6,0.0,2021-09-21
#6,0.0,2021-09-20
#4,0.0,2021-09-24
#4,0.0,2021-09-22
#5,0.0,2021-09-22
#1,868952.35,2021-02-19
#5,0.0,2021-09-14
#5,0.0,2021-09-08
#3,2811999.54,2021-09-17
#3,0.0,2021-09-15
#3,0.0,2021-09-06
#3,0.0,2021-09-20
#1,0.0,2021-02-20
#1,0.0,2021-02-22
#1,0.0,2021-02-23
#1,672011.94,2021-02-24
#12,0.0,2021-09-16
#12,101082.29,2021-09-28
#1,0.0,2021-02-25
#12,0.0,2021-09-06
#12,0.0,2021-09-09
#1,279522.99,2021-02-26
#1,0.0,2021-02-27
#1,28482197.59,2021-03-01
#12,0.0,2021-04-13
#12,144452.03,2021-04-16
#6,267876.61,2021-04-16
#1,0.0,2021-03-02
#5,774517.24,2021-04-16
#13,0.0,2021-04-29
#1,0.0,2021-03-03
#13,0.0,2021-04-14
#8,0.0,2021-04-20
#8,272538.15,2021-04-16
#8,0.0,2021-04-14
#36,0.0,2021-04-15
#5,0.0,2021-04-08
#36,0.0,2021-04-20
#36,0.0,2021-04-07
#16,41385.69,2020-03-31
#5,22747.0,2020-04-02
#11,98341.0,2020-03-13
#11,0.0,2020-04-07
#11,500472.0,2020-03-24
#11,0.0,2020-03-16
#11,0.0,2020-03-04
#6,0.0,2020-03-26
#4,61347.86,2020-03-31
#4,0.0,2020-03-03
#4,0.0,2020-03-21
#3,0.0,2020-03-12
#3,0.0,2020-03-19
#3,-2052.0,2020-04-01
#3,0.0,2020-03-17
#3,0.0,2020-03-25
#3,0.0,2020-03-06
#11,0.0,2020-02-11
#11,0.0,2020-02-25
#11,0.0,2020-02-24
#6,0.0,2020-02-13
#6,11311.78,2020-02-21
#6,0.0,2020-02-11
#6,0.0,2020-02-03
#4,0.0,2020-02-25
#4,11177.59,2020-02-14
#4,0.0,2020-02-07
#5,0.0,2020-02-15
#3,0.0,2020-02-07
#1,0.0,2021-03-04
#1,0.0,2021-03-05
#1,0.0,2021-03-06
#1,0.0,2021-03-08
#12,0.0,2020-02-26
#12,0.0,2020-02-13
#36,0.0,2020-02-25
#13,0.0,2020-02-12
#8,172866.22,2020-02-21
#8,0.0,2020-02-17
#8,0.0,2020-02-19
#16,0.0,2019-04-08
#5,0.0,2019-04-04
#11,893416.6,2019-04-12
#11,0.0,2021-09-20
#5,97938.93,2021-09-01
#1,0.0,2021-03-09
#1,0.0,2021-03-10
#1,0.0,2021-03-11
#6,216946.0,2021-04-23
#8,0.0,2021-04-12
#36,627.4,2021-04-16
#4,33276.31,2020-03-20
#36,0.0,2020-02-10
#16,31860.0,2020-02-13
#16,3716.0,2020-02-14
#5,4710692.36,2020-02-14
#3,0.0,2020-02-20
#1,1212577.18,2021-03-12
#12,16708.0,2020-03-02
#5,10684.0,2019-05-02
#11,588952.0,2019-04-26
#16,0.0,2019-05-03
#1,0.0,2021-03-13
#16,0.0,2021-12-01
#16,30847.85,2021-12-15
#9,0.0,2021-12-27
#36,6580.16,2021-12-10
#11,0.0,2021-12-07
#11,0.0,2021-12-01
#11,0.0,2021-12-30
#11,0.0,2021-12-06
#3,495923.75,2021-12-28
#6,0.0,2021-12-16
#6,0.0,2021-12-03
#6,0.0,2021-12-07
#4,21589.54,2021-12-22
#4,0.0,2021-12-03
#4,0.0,2021-12-09
#4,-45.92,2022-01-04
#4,0.0,2022-01-03
#5,0.0,2021-12-29
#5,-72089.56,2021-12-02
#3,0.0,2022-01-04
#3,0.0,2021-12-13
#3,0.0,2021-12-29
#16,0.0,2021-07-15
#16,0.0,2021-04-01
#16,0.0,2021-04-14
#11,0.0,2021-04-14
#11,0.0,2021-04-02
#6,0.0,2021-04-01
#6,0.0,2021-04-09
#6,0.0,2021-04-26
#4,47517.6,2021-04-28
#4,0.0,2021-04-21
#4,0.0,2021-04-08
#4,0.0,2021-04-27
#4,0.0,2021-04-15
#16,0.0,2021-08-10
#16,0.0,2021-08-18
#16,0.0,2021-08-11
#16,0.0,2021-08-23
#36,0.0,2021-08-06
#11,0.0,2021-08-19
#11,442030.71,2021-08-27
#11,0.0,2021-08-21
#6,-43652.65,2021-08-27
#4,0.0,2021-08-10
#4,0.0,2021-08-03
#4,30846.35,2021-08-27
#4,0.0,2021-08-04
#3,0.0,2021-08-18
#1,0.0,2021-03-15
#1,0.0,2021-03-16
#1,0.0,2021-03-17
#1,0.0,2021-03-18
#1,1080201.41,2021-03-19
#12,2430.0,2021-08-24
#12,0.0,2021-08-26
#13,0.0,2021-08-26
#9,0.0,2021-08-02
#8,0.0,2021-08-18
#9,0.0,2021-08-16
#8,1799.0,2021-09-02
#8,717.0,2021-08-02
#36,0.0,2021-08-17
#16,0.0,2022-02-01
#16,0.0,2022-02-09
#1,0.0,2021-03-20
#1,0.0,2021-03-22
#14,-558.8,2022-04-15
#14,0.0,2022-04-13
#13,2000.0,2022-04-27
#6,0.0,2022-04-06
#20,164.7,2022-04-08
#1,0.0,2021-03-23
#8,0.0,2022-04-11
#5,0.0,2022-04-19
#12,0.0,2022-04-06
#12,0.0,2022-04-19
#20,2188.0,2022-04-27
#12,0.0,2022-04-07
#36,232.47,2022-04-27
#12,0.0,2022-04-21
#5,0.0,2022-04-25
#6,0.0,2022-01-17
#6,0.0,2022-01-13
#6,0.0,2022-01-18
#6,0.0,2022-01-06
#4,43858.93,2022-01-27
#5,0.0,2022-01-05
#5,0.0,2022-01-26
#3,0.0,2022-01-18
#3,3488000.74,2022-01-14
#3,0.0,2022-01-19
#3,0.0,2022-01-10
#3,0.0,2022-01-11
#1,0.0,2021-03-24
#20,0.0,2022-01-12
#13,0.0,2022-01-19
#8,0.0,2022-01-12
#12,-1464.75,2022-01-04
#12,0.0,2022-01-11
#8,0.0,2022-01-25
#36,1282.0,2022-01-14
#12,0.0,2022-01-28
#14,1410.0,2022-01-27
#16,0.0,2021-03-02
#16,1457.04,2021-03-18
#36,0.0,2021-04-06
#5,0.0,2021-03-04
#11,0.0,2021-03-30
#16,0.0,2021-03-29
#5,42796.22,2021-03-01
#6,0.0,2021-03-23
#4,0.0,2021-03-17
#4,174297.69,2021-03-31
#5,0.0,2021-03-10
#5,0.0,2021-03-22
#3,0.0,2021-03-15
#3,4268563.81,2021-03-19
#36,0.0,2021-03-16
#9,0.0,2021-03-30
#1,1101903.92,2021-03-25
#1,0.0,2021-03-26
#1,0.0,2021-03-27
#1,944240.05,2021-03-29
#12,0.0,2021-03-15
#1,0.0,2021-03-30
#1,132513.0,2021-03-31
#12,0.0,2021-03-18
#14,0.0,2021-03-01
#12,0.0,2021-03-10
#16,0.0,2021-06-22
#16,28476.0,2021-06-17
#16,0.0,2021-06-03
#5,3919395.0,2021-06-18
#36,378.0,2021-06-11
#11,0.0,2021-06-09
#16,94960.38,2021-06-28
#6,0.0,2021-06-22
#6,0.0,2021-06-25
#6,0.0,2021-06-29
#4,514639.08,2021-06-30
#4,55427.57,2021-06-23
#4,0.0,2021-06-24
#5,0.0,2021-06-15
#3,0.0,2021-06-08
#3,0.0,2021-06-03
#9,0.0,2021-06-22
#8,317575.26,2021-06-30
#1,35132304.79,2021-04-01
#14,0.0,2021-06-22
#12,0.0,2021-06-16
#13,812.5,2021-06-18
#14,0.0,2021-06-25
#13,0.0,2021-06-07
#1,0.0,2021-04-02
#8,216436.94,2021-06-28
#16,36573.65,2022-03-31
#16,36573.65,2022-03-22
#16,0.0,2022-03-10
#16,991.4,2022-03-16
#1,0.0,2021-04-03
#12,82410.0,2022-03-11
#11,0.0,2022-03-07
#11,0.0,2022-03-14
#11,0.0,2022-04-01
#16,0.0,2022-03-21
#5,866566.29,2022-03-11
#6,0.0,2022-03-16
#6,0.0,2022-03-21
#6,142570.0,2022-03-24
#6,0.0,2022-03-07
#6,0.0,2022-03-15
#4,45602.79,2022-03-24
#4,0.0,2022-03-09
#3,3826210.51,2022-03-18
#3,0.0,2022-03-25
#8,0.0,2022-03-23
#20,0.0,2022-03-16
#14,46100.24,2022-03-18
#13,0.0,2022-03-26
#20,2771.92,2022-03-31
#14,0.0,2022-03-17
#8,0.0,2022-03-03
#12,0.0,2022-03-07
#8,0.0,2022-03-15
#12,100829.0,2022-03-18
#12,0.0,2022-03-03
#1,0.0,2021-04-05
#1,-61569.08,2021-04-06
#1,0.0,2021-04-07
#1,0.0,2021-04-08
#1,0.0,2021-04-09
#16,515.0,2020-01-23
#5,3443903.61,2019-07-29
#8,42454.95,2019-07-29
#11,0.0,2019-07-17
#11,267456.14,2019-07-19
#11,103315.0,2019-07-29
#6,0.0,2019-07-15
#36,0.0,2019-07-10
#4,-1071.8,2019-08-02
#4,0.0,2019-07-23
#4,106580.3,2019-07-24
#4,-68.45,2019-07-01
#4,0.0,2019-07-22
#5,4741950.36,2019-07-24
#5,0.0,2019-08-03
#5,0.0,2019-07-04
#5,0.0,2019-07-08
#5,0.0,2019-07-16
#5,0.0,2019-07-30
#3,0.0,2019-07-15
#5,0.0,2019-07-17
#1,0.0,2021-04-10
#1,0.0,2021-04-11
#14,2820.0,2019-07-19
#14,0.0,2019-07-08
#9,0.0,2019-07-02
#8,0.0,2019-07-05
#8,63476.25,2019-07-19
#36,0.0,2019-07-22
#16,135019.44,2019-12-13
#5,-50202.99,2019-12-03
#11,747063.0,2019-12-13
#6,753741.9,2019-12-18
#4,0.0,2019-12-10
#4,0.0,2019-12-27
#5,0.0,2019-12-20
#5,-173783.21,2020-01-03
#3,0.0,2019-12-04
#3,0.0,2019-12-06
#1,0.0,2021-04-12
#1,0.0,2021-04-13
#12,0.0,2019-12-05
#12,0.0,2019-12-06
#9,0.0,2019-12-17
#8,67781.1,2019-12-23
#1,0.0,2021-04-14
#36,0.0,2019-10-30
#5,5116305.01,2019-10-29
#16,7434.0,2019-10-24
#6,0.0,2019-11-05
#6,0.0,2019-10-28
#5,0.0,2019-10-18
#3,0.0,2019-10-23
#3,5457506.64,2019-10-29
#3,0.0,2019-10-11
#3,0.0,2019-10-17
#3,0.0,2019-10-08
#1,0.0,2021-04-15
#1,2604231.92,2021-04-16
#1,0.0,2021-04-17
#12,0.0,2019-10-15
#12,750.0,2019-10-24
#12,0.0,2019-10-17
#1,0.0,2021-04-18
#9,0.0,2019-10-23
#1,0.0,2021-04-19
#13,49418.15,2019-10-31
#20,1566.0,2019-10-29
#12,0.0,2019-11-05
#36,0.0,2019-10-14
#8,0.0,2019-10-30
#8,0.0,2019-10-04
#36,1687.71,2019-07-19
#16,-269148.12,2019-12-20
#8,0.0,2019-12-27
#36,177.5,2019-12-23
#13,0.0,2019-10-17
#16,0.0,2022-01-11
#16,0.0,2022-01-04
#1,0.0,2021-04-20
#1,0.0,2021-04-21
#1,0.0,2021-04-22
#1,2152369.81,2021-04-23
#1,0.0,2021-04-24
#16,322.95,2021-11-12
#16,0.0,2021-11-05
#16,0.0,2021-11-22
#36,0.0,2021-11-22
#11,0.0,2021-11-29
#11,936127.12,2021-11-30
#11,0.0,2021-11-22
#11,0.0,2021-11-16
#16,9919.79,2021-11-23
#16,88835.0,2021-11-19
#16,0.0,2021-11-01
#3,4623572.92,2021-11-12
#4,0.0,2021-11-11
#4,0.0,2021-11-29
#5,0.0,2021-11-05
#3,0.0,2021-11-11
#3,0.0,2021-11-29
#20,0.0,2021-11-29
#14,0.0,2021-11-29
#14,4189.65,2021-11-19
#9,0.0,2021-11-11
#8,-224.97,2021-11-22
#12,0.0,2021-11-11
#8,0.0,2021-11-04
#8,0.0,2021-11-01
#12,0.0,2021-11-15
#1,0.0,2021-04-26
#1,0.0,2021-04-27
#12,99178.0,2020-12-18
#12,0.0,2020-12-28
#12,0.0,2020-12-21
#13,460.0,2020-12-30
#1,688787.68,2021-04-28
#12,0.0,2020-12-17
#6,0.0,2020-12-21
#8,184604.58,2020-12-11
#8,0.0,2020-12-02
#5,0.0,2020-12-04
#5,125967.81,2021-01-05
#8,0.0,2020-12-20
#16,200.0,2021-01-21
#11,0.0,2021-01-27
#11,0.0,2021-01-26
#11,0.0,2021-02-02
#11,0.0,2021-01-13
#11,0.0,2021-01-30
#6,0.0,2021-01-12
#6,0.0,2021-01-26
#4,0.0,2021-01-21
#4,0.0,2021-01-06
#5,0.0,2021-01-26
#14,3028.0,2021-01-19
#1,0.0,2021-04-29
#1,123419.35,2021-04-30
#14,0.0,2021-01-28
#13,0.0,2021-01-29
#14,2966.82,2021-02-01
#13,8078.16,2021-01-19
#13,0.0,2021-01-21
#8,0.0,2021-01-06
#8,0.0,2021-01-25
#8,0.0,2021-01-27
#5,0.0,2021-01-06
#36,0.0,2020-01-13
#36,0.0,2020-01-24
#36,0.0,2020-01-07
#16,0.0,2020-01-29
#16,0.0,2020-01-07
#3,91542.76000000001,2020-01-31
#6,0.0,2020-01-28
#6,0.0,2020-01-06
#4,0.0,2020-01-10
#4,126668.1,2020-01-31
#4,0.0,2020-01-08
#4,0.0,2020-02-04
#4,0.0,2020-01-22
#4,0.0,2020-01-27
#4,0.0,2020-01-24
#5,6782.74,2020-01-27
#5,0.0,2020-01-08
#5,0.0,2020-01-07
#3,4706816.47,2020-01-23
#8,0.0,2020-01-29
#3,0.0,2020-01-30
#8,0.0,2020-01-24
#8,0.0,2020-01-07
#1,34487389.4,2021-05-01
#1,17507.7,2021-05-03
#12,0.0,2020-01-10
#13,0.0,2020-01-20
#12,47874.7,2020-01-17
#13,0.0,2020-01-30
#8,0.0,2020-01-13
#8,0.0,2020-01-16
#16,0.0,2020-06-25
#16,58509.1,2020-06-15
#16,0.0,2020-07-01
#5,0.0,2020-06-10
#11,241190.0,2020-06-26
#5,654375.68,2020-06-19
#11,64534.0,2020-06-11
#11,0.0,2020-06-22
#6,9417.9,2020-06-19
#6,0.0,2020-06-08
#4,-107.4,2020-07-01
#4,0.0,2020-06-24
#4,0.0,2020-06-03
#5,-168.0,2020-07-01
#5,0.0,2020-06-29
#3,128018.315,2020-06-30
#3,0.0,2020-06-09
#1,-28299.18,2021-05-04
#12,0.0,2020-06-10
#1,0.0,2021-05-05
#12,26921.5,2020-06-11
#9,6120.0,2020-06-30
#13,0.0,2020-06-25
#14,4631.45,2020-06-30
#14,4631.45,2020-06-19
#12,0.0,2020-06-25
#8,0.0,2020-06-29
#11,35347.0,2020-10-02
#11,0.0,2020-09-01
#11,0.0,2020-09-08
#11,0.0,2020-09-09
#16,0.0,2020-09-02
#5,310356.08,2020-09-02
#3,2617078.98,2020-09-28
#3,4873745.91,2020-09-18
#6,263253.28,2020-09-30
#4,0.0,2020-09-25
#4,0.0,2020-09-24
#4,0.0,2020-09-01
#5,0.0,2020-09-24
#12,0.0,2021-01-26
#6,0.0,2020-01-13
#3,0.0,2020-01-16
#12,0.0,2020-01-09
#4,0.0,2020-06-17
#12,0.0,2020-06-03
#5,0.0,2020-10-01
#3,0.0,2020-09-03
#9,0.0,2020-09-07
#3,0.0,2020-10-01
#3,0.0,2020-09-26
#3,0.0,2020-09-29
#20,0.0,2020-09-28
#20,0.0,2020-09-29
#1,0.0,2021-05-06
#1,0.0,2021-05-07
#1,0.0,2021-05-08
#9,0.0,2020-09-18
#1,0.0,2021-05-10
#20,306.0,2020-09-11
#9,1175.0,2020-09-11
#12,0.0,2020-09-22
#12,5000.0,2020-09-28
#12,0.0,2020-09-02
#9,0.0,2020-09-23
#9,0.0,2020-09-28
#12,0.0,2020-09-04
#13,0.0,2020-09-07
#14,0.0,2020-09-09
#8,0.0,2020-09-29
#36,34938.15,2020-09-30
#8,0.0,2020-09-26
#36,0.0,2020-09-21
#16,49863.93,2019-11-19
#16,736.0,2019-11-25
#5,2391029.2,2019-11-22
#11,133460.77,2019-11-29
#11,5970.0,2019-11-15
#11,0.0,2019-11-21
#16,0.0,2019-11-26
#4,0.0,2019-11-14
#5,0.0,2019-11-25
#5,0.0,2019-11-14
#5,0.0,2019-11-06
#5,0.0,2019-11-23
#3,0.0,2019-11-11
#1,0.0,2021-05-11
#1,0.0,2021-05-12
#13,0.0,2019-11-04
#12,92402.18,2019-11-22
#12,0.0,2019-11-20
#12,0.0,2019-11-11
#14,0.0,2019-11-15
#9,6076.2,2019-11-29
#12,0.0,2019-11-28
#9,0.0,2019-11-07
#14,2571.3,2019-11-08
#8,106076.2,2019-11-22
#8,0.0,2019-11-13
#36,0.0,2019-11-07
#16,3983.2,2018-12-04
#16,0.0,2018-12-11
#16,0.0,2018-12-05
#16,1000.8,2018-12-27
#11,174106.0,2018-12-14
#6,0.0,2018-12-20
#4,150427.8,2018-12-28
#4,0.0,2018-12-27
#4,0.0,2018-12-05
#3,4577526.31,2018-12-14
#3,0.0,2018-12-10
#20,92.0,2018-12-18
#1,1725119.93,2021-05-13
#1,0.0,2021-05-14
#13,0.0,2018-12-19
#20,0.0,2018-12-12
#8,0.0,2018-12-10
#8,0.0,2018-12-07
#16,0.0,2019-01-16
#11,3978.0,2019-01-18
#16,0.0,2019-01-21
#6,0.0,2019-01-25
#4,51639.67,2019-01-11
#4,9811.77,2019-01-24
#5,0.0,2019-01-23
#5,0.0,2019-01-07
#3,0.0,2019-01-30
#3,906994.32,2019-01-11
#1,0.0,2021-05-15
#1,0.0,2021-05-17
#9,0.0,2019-01-25
#20,0.0,2019-01-15
#12,0.0,2019-01-23
#13,0.0,2019-01-09
#14,0.0,2019-02-04
#8,122428.35,2019-01-24
#8,39570.55,2019-01-18
#8,0.0,2019-02-05
#8,0.0,2019-01-02
#16,0.0,2019-01-15
#12,34214.74,2019-02-01
#16,0.0,2021-02-17
#9,358.8,2021-09-13
#8,253537.45,2021-09-17
#36,0.0,2021-09-16
#8,0.0,2021-09-09
#16,0.0,2020-04-24
#16,0.0,2020-04-14
#8,63383.61,2020-04-23
#11,0.0,2020-04-16
#11,0.0,2020-04-08
#16,0.0,2020-04-10
#6,393076.09,2020-04-30
#6,985.0,2020-04-23
#6,0.0,2020-05-04
#6,0.0,2020-04-16
#6,0.0,2020-04-20
#4,0.0,2020-04-08
#4,0.0,2020-04-15
#4,0.0,2020-04-24
#4,0.0,2020-05-04
#5,744131.23,2020-04-17
#3,0.0,2020-04-21
#20,0.0,2020-04-16
#20,224.0,2020-04-28
#1,0.0,2021-05-18
#1,0.0,2021-05-19
#12,0.0,2020-04-07
#14,-2851.45,2020-04-17
#13,0.0,2020-04-27
#8,0.0,2020-04-14
#8,0.0,2020-05-05
#8,0.0,2020-05-06
#36,0.0,2020-05-05
#11,0.0,2019-10-03
#16,-12721.0,2019-09-26
#5,197543.565,2019-09-30
#4,49024.65,2019-09-20
#4,0.0,2019-09-02
#4,-4967.5,2019-09-13
#4,0.0,2019-09-12
#4,0.0,2019-09-09
#4,0.0,2019-09-24
#5,1900737.75,2019-09-23
#3,4726043.54,2019-09-26
#5,0.0,2019-09-12
#5,0.0,2019-09-28
#3,0.0,2019-09-29
#1,0.0,2021-05-20
#1,464632.87,2021-05-21
#1,0.0,2021-05-22
#1,107305.5,2021-05-24
#1,0.0,2021-05-25
#9,0.0,2019-09-23
#12,61053.1,2019-09-23
#13,0.0,2019-09-23
#13,10707.95,2019-09-30
#12,0.0,2019-09-24
#9,3092.0,2019-09-13
#9,0.0,2019-09-25
#9,0.0,2019-09-03
#12,0.0,2019-09-18
#12,0.0,2019-09-16
#13,0.0,2019-09-19
#13,0.0,2019-10-03
#8,0.0,2019-09-12
#8,24611.11,2019-09-23
#8,0.0,2019-09-18
#16,0.0,2019-10-17
#3,0.0,2019-02-27
#5,115905.15,2019-02-28
#1,0.0,2021-05-26
#1,504179.02,2021-05-27
#9,2354.14,2019-02-28
#9,0.0,2019-02-05
#12,10118.0,2019-03-01
#8,0.0,2019-02-14
#13,0.0,2019-02-12
#12,0.0,2019-02-13
#8,33393.4,2019-02-26
#8,0.0,2019-02-25
#5,0.0,2019-02-07
#8,0.0,2019-02-07
#5,-19537.94,2019-03-04
#36,0.0,2019-02-22
#5,0.0,2018-11-14
#5,2165411.24,2018-11-23
#5,0.0,2018-11-12
#5,0.0,2018-11-08
#3,3064375.28,2018-11-28
#3,0.0,2018-11-14
#3,139430.47,2018-11-30
#3,0.0,2018-11-06
#1,0.0,2021-05-28
#1,0.0,2021-05-29
#12,0.0,2018-11-27
#20,1460.44,2018-11-16
#14,0.0,2018-11-29
#12,0.0,2018-11-06
#12,1070.0,2018-11-16
#13,3660.0,2018-11-28
#13,24661.2,2018-11-23
#12,0.0,2018-11-14
#12,0.0,2018-11-19
#14,14175.0,2018-11-30
#8,0.0,2018-11-20
#8,0.0,2018-11-02
#36,0.0,2018-11-13
#11,860175.0,2018-11-30
#36,5550.0,2018-11-28
#12,0.0,2019-02-19
#1,129611.85,2021-05-31
#1,30394729.86,2021-06-01
#1,-5686.33,2021-06-02
#1,0.0,2021-06-03
#11,765306.48,2020-12-11
#11,0.0,2020-12-19
#11,0.0,2020-12-05
#6,0.0,2020-12-22
#4,-156.26,2020-12-02
#4,0.0,2020-12-21
#4,0.0,2020-12-10
#3,0.0,2020-12-03
#3,0.0,2020-12-14
#3,0.0,2020-12-21
#9,264.0,2020-12-30
#20,0.0,2020-12-05
#16,34331.81,2020-09-25
#16,0.0,2020-10-01
#16,7365.0,2020-09-12
#16,4900.0,2020-09-24
#16,26858.0,2020-09-15
#36,0.0,2020-08-06
#36,0.0,2020-08-28
#11,0.0,2020-08-08
#6,0.0,2020-08-12
#6,0.0,2020-08-28
#6,0.0,2020-08-07
#6,0.0,2020-08-26
#4,20408.54,2020-08-27
#4,0.0,2020-08-10
#4,0.0,2020-08-19
#5,0.0,2020-08-10
#5,0.0,2020-08-03
#3,-20428.0,2020-08-25
#5,0.0,2020-08-19
#1,0.0,2021-06-04
#1,0.0,2021-06-05
#20,0.0,2020-08-04
#8,0.0,2020-08-05
#8,0.0,2020-08-17
#16,63590.62,2019-07-31
#16,0.0,2019-09-10
#16,93636.0,2019-09-06
#16,0.0,2019-02-19
#16,0.0,2019-02-13
#16,17210.0,2019-02-20
#11,0.0,2019-02-19
#6,4170.76,2019-02-08
#6,0.0,2019-02-01
#6,0.0,2019-02-12
#4,0.0,2019-02-25
#16,243840.0,2018-11-23
#36,0.0,2018-11-21
#11,335161.0,2018-11-28
#11,860175.0,2018-11-16
#11,0.0,2018-11-07
#11,703508.8,2018-11-23
#11,0.0,2018-11-09
#16,0.0,2018-11-15
#16,0.0,2018-11-13
#6,0.0,2018-11-17
#6,0.0,2018-11-08
#4,0.0,2018-11-22
#4,85856.28,2018-11-23
#4,0.0,2018-11-13
#5,697511.43,2018-10-24
#3,0.0,2018-10-11
#1,0.0,2021-06-06
#5,0.0,2018-10-17
#1,0.0,2021-06-07
#1,0.0,2021-06-08
#1,0.0,2021-06-09
